# id	left	top	right	bottom	texture_id
[SPRITES]
#####  LOCUST ###############
#============================= LOCUST ==================================
#idle/attack
1103	8	60	375	200	6
1104	392	67	759	149	6
1105	780	67	1149	149	6
1106	1194	67	1562	149	6
1107	8	228	375	350	6
1108	411	228	779	350	6
1109	796	228	1163	350	6
1110	1199	228	1568	350	6
1111	8	368	377	486	6
1112	416	368	785	486	6
1113	806	368	1174	486	6
1114	1201	368	1569	486	6
1115	10	514	379	636	6
1116	414	514	782	636	6
1117	805	514	1174	636	6
1118	1205	514	1573	636	6
1119	15	649	383	770	6
1120	412	649	782	770	6
1121	809	649	1178	770	6
#crashing again the wall
1122	18	832	386	964	6
1123	419	832	786	964	6
1124	819	832	1186	964	6
1125	1219	832	1587	964	6
1126	18	1006	387	1128	6
1127	421	1006	789	1128	6
1128	817	1006	1185	1128	6
1129	1220	1006	1587	1128	6
1130	15	1172	384	1297	6
1131	427	1172	796	1297	6
1132	822	1172	1191	1297	6
1133	1218	1172	1588	1297	6
1134	29	1335	397	1461	6
1135	420	1335	789	1461	6
1136	844	1335	1212	1461	6
1137	1244	1335	1613	1461	6
1138	26	1522	395	1648 	6
1139	827	1522	794	1648	6
1140	841	1522	1210	1648	6
1141	1243	1522	1612	1648	6
1142	27	1674	394	1790	6
1143	431	1674	798	1790	6
#return
1144	32	1837	400	1958	6
1145	435	1837	802	1958	6
1146	819	1837	1188	1958	6
1147	1208	1522	1576	1648	6
1148	43	1986	413	2114	6
1149	443	1986	812	2114	6
1150	836	1986	1205	2114	6
1151	1220	1986	1588	2114	6
1152	39	2143	407	2261	6
1153	451	2143	801	2261	6


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#idle/attack
8900621	1103	50	1104	50	1105	50	1106	50	1107	50	1108	50	1109	50	1110	50	1111	50	1112	50	1113	50	1114	50	1115	50	1116	50	1117	50	1118	50	1119	50	1120	50	1121	50
#crashing again the wall
8900622	1122	50	1123	50	1124	50	1125	50	1126	50	1127	50	1128	50	1129	50	1130	50	1131	50	1132	50	1133	50	1134	50	1135	50	1136	50	1137	50	1138	50	1139	50	1140	50	1141	50	1142	50	1143	50
#return
8900633	1144	50	1145	50	1146	50	1147	50	1148	50	1149	50	1150	50	1151	50	1152	50	1153	50
