# id	left	top	right	bottom	texture_id
[SPRITES]
#============================= MINISUB98 ==================================
#swimming
1500	28	31	101	83	7
1501	120	31	194	83	7
1502	213	31	286	83	7
1503	304	31	376	83	7
1504	394	31	467	83	7
1505	27	108	100	159	7
1506	121	31	194	159	7
#turning
1507	31	199	94	255	7
1508	95	275	170	255	7
1509	185	199	238	255	7
1510	254	199	300	255	7
1511	815	199	361	255	7
1512	35	275	80	325	7
1513	96	275	145	325	7
1514	160	275	213	325	7
1515	227	275	287	325	7
1516	303	275	367	325	7
#torpedoes
1517	36	366	58	383	7
1518	67	366	90	383	7
1519	100	366	122	383	7
1520	132	366	154	383	7
1521	164	366	186	383	7
1522	195	366	218	383	7
1523	227	366	249	383	7
1524	258	366	281	383	7
1525	291	366	313	383	7
1526	324	366	346	383	7
1527	356	366	378	383	7
#effect
1528	44	400	58	432	7
1529	63	400	92	432	7
1530	101	400	140	432	7
1531	147	400	801	432	7
1532	186	400	186	432	7
1533	201	400	243	432	7
1534	39	450	77	484	7
1535	88	450	126	484	7
1536	136	450	172	484	7
1537	184	450	183	484	7
1538	225	450	255	484	7
1539	263	450	293	484	7
#get hit
1540	31	514	103	567	7
1541	117	514	190	567	7
1542	208	514	368	567	7
1543	368	514	458	567	7
1544	471	514	545	567	7
#falling apart
1545	28	600	100	658	7
1546	115	600	187	658	7
1547	202	600	276	658	7
1548	292	600	370	658	7
1549	382	600	461	658	7
1550	474	600	461	658	7
#debirs
1551	34	695	63	727	7
1552	69	695	97	727	7
1553	103	695	132	727	7
1554	140	695	168	727	7
1555	174	695	203	727	7
1556	218	695	245	727	7
1557	251	695	277	727	7
1558	282	695	308	727	7
1559	314	695	340	727	7
1560	345	695	372	727	7
1561	382	695	411	727	7
1562	418	695	448	727	7
1563	453	695	482	727	7
1564	489	695	519	727	7
1565	524	695	552	727	7
1566	34	740	61	769	7
1567	41	740	98	769	7
1568	106	740	135	769	7
1569	144	740	173	769	7
1570	181	740	210	769	7
1571	222	740	252	769	7
1572	259	740	289	769	7
1573	296	740	326	769	7
1574	332	740	362	769	7
1575	369	740	398	769	7
1576	33	778	62	808	7
1577	68	778	97	808	7
1578	102	778	131	808	7
1579	139	778	169	808	7
1580	177	778	208	808	7
1581	221	778	251	808	7
1582	260	778	288	808	7
1583	295	778	323	808	7
1584	330	778	358	808	7
1585	364	778	393	808	7

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

#swimming
9000632	1500	50	1501	50	1502	50	1503	50	1504	50	1505	50	1506	50
#turning
9000633	1507	50	1508	50	1509	50	1510	50	1511	50	1512	50	1513	50	1514	50	1515	50	1516	50
#torpedoes
9000634	1517	50	1518	50	1519	50	1520	50	1521	50	1522	50	1523	50	1524	50	1525	50	1526	50	1527	50
#effect
9000635	1528	50	1529	50	1530	50	1531	50	1532	50	1533	50	1534	50	1535	50	1536	50	1537	50	1538	50	1539	50
#get hit
9000636	1540	50	1541	50	1542	50	1543	50	1544	50
#falling apart
9000637	1545	50	1546	50	1547	50	1548	50	1549	50	1550	50
#debirs
9000638	1551	50	1552	50	1553	50	1554	50	1555	50	1556	50	1557	50	1558	50	1559	50	1560	50	1561	50	1562	50	1563	50	1564	50	1565	50	1566	50	1567	50	1568	50	1569	50	1570	50	1571	50	1572	50	1573	50	1574	50	1575	50	1550	50	1576	50	1577	50	1578	50	1579	50	1580	50	1581	50	1582	50	1583	50	1584	50	1585	50
